enzyme	gtpred_enzyme	length	identity	gaps	score
Os_72J1	UGT73C4	485	30.7	10.5	305.0
Os_72J1	UGT73C5	483	28.4	9.5	278.0
Os_72J1	UGT73C6	491	29.9	10.4	287.0
Os_72J1	UGT73C1	484	32.0	10.3	294.0
Os_72J1	UGT73C7	486	32.1	10.9	332.0
Os_72J1	UGT73B2	378	35.4	9.0	373.0
Os_72J1	UGT73B3	417	33.1	8.9	380.0
Os_72J1	UGT73B1	381	32.5	9.2	323.0
Os_72J1	UGT73B4	381	37.0	8.7	441.0
Os_72J1	UGT73B5	381	36.0	9.4	402.0
Os_72J1	UGT89B1	467	29.1	6.4	319.0
Os_72J1	UGT89C1	213	38.5	7.5	277.0
Os_72J1	VVGT1	146	42.5	4.8	278.0
Os_72J1	UGT76C4	468	27.6	6.6	269.0
Os_88C1	UGT76E5	476	30.3	9.7	283.0
Os_88C1	UGT76E4	470	28.7	7.2	322.0
Os_88C1	UGT76E1	469	27.5	6.8	328.0
Os_88C1	UGT76E2	466	28.1	6.7	321.0
Os_88C1	UGT76E12	471	30.1	7.4	367.0
Os_88C1	UGT76E11	471	27.8	6.2	333.0
Os_88C1	UGT85A5	493	32.3	9.5	341.0
Os_88C1	UGT85A4	491	32.0	9.8	342.0
Os_88C1	UGT84A3	478	28.7	7.9	323.0
Os_88C1	UGT84A4	469	26.9	5.3	312.0
Os_88C1	UGT84A2	370	29.7	7.3	281.0
Os_88C1	UGT84A1	474	28.5	6.1	340.0
Os_88C1	UGT84B1	317	32.2	10.4	257.0
Os_88C1	UGT84B2	330	30.0	9.7	250.0
Os_88C1	UGT75B1	368	30.7	6.2	314.0
Os_88C1	UGT75D1	220	34.1	4.1	276.0
Os_88C1	UGT74F1	468	25.2	6.2	265.0
Os_88C1	UGT74F2	366	28.1	7.7	250.0
Os_88C1	UGT74B1	483	28.8	7.9	281.0
Os_88C1	UGT78D2	293	31.1	8.9	242.0
Os_88C1	UGT78D1	306	30.1	7.8	230.0
Os_88C1	UGT71C1	365	38.4	7.7	510.0
Os_88C1	UGT71C2	365	39.5	6.8	549.0
Os_88C1	UGT71C3	372	39.8	5.9	560.0
Os_88C1	UGT71C4	372	38.7	5.9	565.0
Os_88C1	UGT71C5	485	37.3	8.2	586.0
Os_88C1	UGT71B8	477	35.4	5.0	628.0
Os_88C1	UGT71B6	478	33.7	5.0	585.0
Os_88C1	UGT71B5	481	35.8	6.9	609.0
Os_88C1	UGT71B1	473	34.2	4.7	614.0
Os_88C1	UGT88A1	473	44.8	5.9	907.0
Os_88C1	UGT72E2	472	33.9	4.0	608.0
Os_88C1	UGT72E3	472	33.3	4.0	575.0
Os_88C1	UGT72E1	469	33.7	3.4	595.0
Os_88C1	UGT72D1	432	35.9	3.7	617.0
Os_88C1	UGT72C1	456	36.8	5.9	589.0
Os_88C1	UGT72B3	474	39.2	5.1	721.0
Os_88C1	UGT72B1	480	40.8	5.4	786.0
Os_88C1	UGT73C3	491	29.9	7.7	362.0
Os_88C1	UGT73C4	484	28.3	7.4	349.0
Os_88C1	UGT73C5	384	30.7	7.6	342.0
Os_88C1	UGT73C6	492	27.4	7.3	348.0
Os_88C1	UGT73C1	483	28.4	7.2	331.0
Os_88C1	UGT73C7	327	32.4	7.3	328.0
Os_88C1	UGT73B2	392	32.4	6.6	375.0
Os_88C1	UGT73B3	392	33.2	6.9	387.0
Os_88C1	UGT73B1	381	34.4	8.7	374.0
Os_88C1	UGT73B4	387	34.1	5.9	431.0
Os_88C1	UGT73B5	388	34.8	7.2	403.0
Os_88C1	UGT89B1	418	31.3	8.4	355.0
Os_88C1	UGT89C1	282	32.6	3.5	335.0
Os_88C1	VVGT1	81	54.3	1.2	251.0
Os_88C1	UGT76C4	404	25.7	5.4	243.0
Pf_88D7	UGT76E5	422	25.6	6.9	233.0
Pf_88D7	UGT76E4	451	25.7	4.7	344.0
Pf_88D7	UGT76E1	432	27.3	4.6	371.0
Pf_88D7	UGT76E2	354	28.8	4.0	339.0
Pf_88D7	UGT76E12	453	24.9	5.5	328.0
Pf_88D7	UGT76E11	358	27.7	4.2	313.0
Pf_88D7	UGT85A5	216	37.0	6.5	273.0
Pf_88D7	UGT85A4	216	35.6	6.0	296.0
Pf_88D7	UGT84A3	222	32.9	6.8	252.0
Pf_88D7	UGT84A4	368	26.9	6.8	266.0
Pf_88D7	UGT84A2	378	26.2	6.9	265.0
Pf_88D7	UGT84A1	325	30.2	4.3	353.0
Pf_88D7	UGT84B1	450	26.7	6.0	313.0
Pf_88D7	UGT84B2	446	26.5	6.1	332.0
Pf_88D7	UGT75B1	272	32.0	1.5	344.0
Pf_88D7	UGT75D1	380	26.1	4.2	286.0
Pf_88D7	UGT74F1	302	30.8	9.6	272.0
Pf_88D7	UGT74F2	301	31.9	9.0	279.0
Pf_88D7	UGT74B1	465	28.8	8.0	312.0
Pf_88D7	UGT78D2	384	26.0	6.0	258.0
Pf_88D7	UGT78D1	458	24.9	6.3	263.0
Pf_88D7	UGT71C1	368	35.1	8.4	431.0
Pf_88D7	UGT71C2	382	30.6	5.0	452.0
Pf_88D7	UGT71C3	372	34.4	4.8	485.0
Pf_88D7	UGT71C4	370	33.5	5.4	455.0
Pf_88D7	UGT71C5	368	33.7	5.2	453.0
Pf_88D7	UGT71B8	445	37.8	6.5	555.0
Pf_88D7	UGT71B6	474	32.9	5.5	520.0
Pf_88D7	UGT71B5	431	36.2	5.3	529.0
Pf_88D7	UGT71B1	459	34.6	5.7	533.0
Pf_88D7	UGT88A1	418	44.7	3.1	852.0
Pf_88D7	UGT72E2	373	33.8	3.5	511.0
Pf_88D7	UGT72E3	438	29.7	3.7	493.0
Pf_88D7	UGT72E1	456	30.7	4.8	510.0
Pf_88D7	UGT72D1	371	31.0	2.4	514.0
Pf_88D7	UGT72C1	395	32.7	5.1	459.0
Pf_88D7	UGT72B3	450	34.7	5.3	582.0
Pf_88D7	UGT72B1	447	36.0	4.7	625.0
Pf_88D7	UGT73C3	337	27.9	5.6	284.0
Pf_88D7	UGT73C4	336	28.0	5.1	294.0
Pf_88D7	UGT73C5	395	27.3	7.8	275.0
Pf_88D7	UGT73C6	331	27.5	5.4	269.0
Pf_88D7	UGT73C1	336	27.1	5.4	259.0
Pf_88D7	UGT73C7	149	38.9	3.4	265.0
Pf_88D7	UGT73B2	374	31.6	7.2	334.0
Pf_88D7	UGT73B3	374	30.2	5.9	338.0
Pf_88D7	UGT73B1	218	35.8	4.1	327.0
Pf_88D7	UGT73B4	378	30.2	5.3	357.0
Pf_88D7	UGT73B5	377	29.7	5.6	344.0
Pf_88D7	UGT89B1	342	30.1	5.3	323.0
Pf_88D7	UGT89C1	228	33.3	3.5	309.0
Pf_88D7	VVGT1	360	27.8	7.2	261.0
Pf_88D7	UGT76C4	257	31.9	3.9	281.0
Rc_GT1	UGT76E5	334	31.1	6.6	296.0
Rc_GT1	UGT76E4	383	28.5	4.2	356.0
Rc_GT1	UGT76E1	358	30.7	4.7	382.0
Rc_GT1	UGT76E2	461	29.1	6.9	377.0
Rc_GT1	UGT76E12	463	28.7	6.9	366.0
Rc_GT1	UGT76E11	251	37.5	5.6	358.0
Rc_GT1	UGT85A5	470	29.8	7.4	357.0
Rc_GT1	UGT85A4	184	40.8	6.0	339.0
Rc_GT1	UGT84A3	357	29.1	7.0	282.0
Rc_GT1	UGT84A4	466	24.5	7.7	306.0
Rc_GT1	UGT84A2	377	27.3	6.1	325.0
Rc_GT1	UGT84A1	364	28.8	4.1	392.0
Rc_GT1	UGT84B1	314	28.7	7.0	286.0
Rc_GT1	UGT84B2	311	27.7	6.8	278.0
Rc_GT1	UGT75B1	287	31.7	2.8	354.0
Rc_GT1	UGT75D1	306	30.7	4.6	328.0
Rc_GT1	UGT74F1	301	33.9	9.3	312.0
Rc_GT1	UGT74F2	421	27.3	6.4	319.0
Rc_GT1	UGT74B1	200	41.0	6.5	307.0
Rc_GT1	UGT78D2	447	28.6	8.7	286.0
Rc_GT1	UGT78D1	420	28.3	6.9	277.0
Rc_GT1	UGT71C1	481	33.1	7.7	538.0
Rc_GT1	UGT71C2	478	34.3	7.3	581.0
Rc_GT1	UGT71C3	479	33.2	5.6	570.0
Rc_GT1	UGT71C4	481	33.9	5.8	588.0
Rc_GT1	UGT71C5	474	34.6	6.1	565.0
Rc_GT1	UGT71B8	486	38.9	9.1	597.0
Rc_GT1	UGT71B6	480	34.4	7.3	552.0
Rc_GT1	UGT71B5	480	35.0	6.2	604.0
Rc_GT1	UGT71B1	481	33.3	7.7	556.0
Rc_GT1	UGT88A1	477	46.1	4.0	1004.0
Rc_GT1	UGT72E2	473	32.3	6.1	542.0
Rc_GT1	UGT72E3	380	33.7	3.7	534.0
Rc_GT1	UGT72E1	473	34.7	5.3	606.0
Rc_GT1	UGT72D1	469	31.6	3.8	590.0
Rc_GT1	UGT72C1	453	32.2	6.6	481.0
Rc_GT1	UGT72B3	476	35.1	5.7	677.0
Rc_GT1	UGT72B1	476	34.2	5.5	653.0
Rc_GT1	UGT73C3	485	30.9	7.6	408.0
Rc_GT1	UGT73C4	484	30.4	7.2	415.0
Rc_GT1	UGT73C5	487	31.4	8.2	393.0
Rc_GT1	UGT73C6	482	30.3	6.4	398.0
Rc_GT1	UGT73C1	481	30.6	6.2	412.0
Rc_GT1	UGT73C7	482	29.9	6.4	389.0
Rc_GT1	UGT73B2	355	33.8	6.2	401.0
Rc_GT1	UGT73B3	476	31.3	6.7	422.0
Rc_GT1	UGT73B1	218	44.5	6.4	410.0
Rc_GT1	UGT73B4	387	33.1	4.7	458.0
Rc_GT1	UGT73B5	387	33.1	5.4	417.0
Rc_GT1	UGT89B1	467	30.6	6.6	380.0
Rc_GT1	UGT89C1	402	33.1	7.5	387.0
Rc_GT1	VVGT1	139	37.4	2.9	248.0
Rc_GT1	UGT76C4	362	29.8	4.1	335.0
Sl_GT5	UGT76E5	467	30.6	9.2	291.0
Sl_GT5	UGT76E4	345	35.9	8.7	343.0
Sl_GT5	UGT76E1	466	28.5	7.3	349.0
Sl_GT5	UGT76E2	464	28.0	6.7	355.0
Sl_GT5	UGT76E12	466	30.5	6.7	377.0
Sl_GT5	UGT76E11	469	30.7	8.3	360.0
Sl_GT5	UGT85A5	476	29.6	9.7	337.0
Sl_GT5	UGT85A4	480	30.8	9.8	322.0
Sl_GT5	UGT84A3	485	27.8	9.5	274.0
Sl_GT5	UGT84A4	489	26.2	7.2	260.0
Sl_GT5	UGT84A2	486	27.8	9.1	285.0
Sl_GT5	UGT84A1	474	26.6	6.1	307.0
Sl_GT5	UGT84B1	468	29.3	8.8	287.0
Sl_GT5	UGT84B2	307	32.2	8.1	268.0
Sl_GT5	UGT75B1	251	34.3	4.0	336.0
Sl_GT5	UGT75D1	250	36.8	6.8	323.0
Sl_GT5	UGT74F1	465	26.0	5.4	301.0
Sl_GT5	UGT74F2	278	32.7	3.6	323.0
Sl_GT5	UGT74B1	463	27.2	3.2	355.0
Sl_GT5	UGT78D2	366	30.3	7.7	284.0
Sl_GT5	UGT78D1	468	27.1	7.3	273.0
Sl_GT5	UGT71C1	475	33.1	8.6	460.0
Sl_GT5	UGT71C2	478	33.5	7.9	467.0
Sl_GT5	UGT71C3	411	35.5	7.1	476.0
Sl_GT5	UGT71C4	489	34.8	8.6	531.0
Sl_GT5	UGT71C5	479	33.2	9.6	410.0
Sl_GT5	UGT71B8	471	34.0	5.9	529.0
Sl_GT5	UGT71B6	467	31.7	5.6	498.0
Sl_GT5	UGT71B5	467	31.7	4.5	540.0
Sl_GT5	UGT71B1	466	33.3	5.2	552.0
Sl_GT5	UGT88A1	464	38.1	5.2	694.0
Sl_GT5	UGT72E2	474	41.6	4.2	856.0
Sl_GT5	UGT72E3	474	39.9	4.2	840.0
Sl_GT5	UGT72E1	463	40.0	3.9	795.0
Sl_GT5	UGT72D1	469	38.0	3.6	823.0
Sl_GT5	UGT72C1	453	37.5	4.2	712.0
Sl_GT5	UGT72B3	471	58.0	1.3	1414.0
Sl_GT5	UGT72B1	479	60.8	1.3	1514.0
Sl_GT5	UGT73C3	493	28.4	8.5	324.0
Sl_GT5	UGT73C4	478	30.1	9.2	327.0
Sl_GT5	UGT73C5	478	28.7	9.0	315.0
Sl_GT5	UGT73C6	493	28.2	8.5	330.0
Sl_GT5	UGT73C1	457	29.8	8.3	324.0
Sl_GT5	UGT73C7	496	31.5	9.7	337.0
Sl_GT5	UGT73B2	370	31.9	8.4	333.0
Sl_GT5	UGT73B3	384	33.1	8.1	380.0
Sl_GT5	UGT73B1	220	38.6	5.9	345.0
Sl_GT5	UGT73B4	372	34.1	6.7	422.0
Sl_GT5	UGT73B5	374	33.4	8.6	392.0
Sl_GT5	UGT89B1	469	29.9	8.5	357.0
Sl_GT5	UGT89C1	266	33.5	6.0	328.0
Sl_GT5	VVGT1	474	29.5	8.6	353.0
Sl_GT5	UGT76C4	466	29.6	9.0	324.0
Sr_71E1	UGT76E5	392	28.6	8.7	270.0
Sr_71E1	UGT76E4	470	27.0	7.2	335.0
Sr_71E1	UGT76E1	415	28.9	7.5	347.0
Sr_71E1	UGT76E2	417	29.7	7.2	360.0
Sr_71E1	UGT76E12	408	28.7	6.9	361.0
Sr_71E1	UGT76E11	469	27.9	7.5	343.0
Sr_71E1	UGT85A5	417	27.8	4.8	307.0
Sr_71E1	UGT85A4	412	29.1	6.1	334.0
Sr_71E1	UGT84A3	479	24.4	7.5	254.0
Sr_71E1	UGT84A4	482	24.5	6.8	281.0
Sr_71E1	UGT84A2	479	25.9	7.9	285.0
Sr_71E1	UGT84A1	358	29.9	6.1	342.0
Sr_71E1	UGT84B1	322	32.3	9.6	280.0
Sr_71E1	UGT84B2	318	33.0	9.4	309.0
Sr_71E1	UGT75B1	300	31.0	5.7	319.0
Sr_71E1	UGT75D1	478	28.2	6.9	322.0
Sr_71E1	UGT74F1	470	25.5	9.1	232.0
Sr_71E1	UGT74F2	469	25.2	7.9	238.0
Sr_71E1	UGT74B1	214	36.9	10.3	215.0
Sr_71E1	UGT78D2	327	27.8	7.0	209.0
Sr_71E1	UGT78D1	381	27.8	8.1	224.0
Sr_71E1	UGT71C1	491	42.4	7.7	801.0
Sr_71E1	UGT71C2	484	43.8	7.9	869.0
Sr_71E1	UGT71C3	484	43.0	7.2	861.0
Sr_71E1	UGT71C4	482	43.8	7.5	856.0
Sr_71E1	UGT71C5	488	41.4	6.6	794.0
Sr_71E1	UGT71B8	481	47.8	3.3	1026.0
Sr_71E1	UGT71B6	475	49.5	2.7	1090.0
Sr_71E1	UGT71B5	473	50.3	2.3	1124.0
Sr_71E1	UGT71B1	476	48.3	3.2	1071.0
Sr_71E1	UGT88A1	477	34.6	6.3	618.0
Sr_71E1	UGT72E2	401	31.9	4.5	432.0
Sr_71E1	UGT72E3	462	29.4	5.2	430.0
Sr_71E1	UGT72E1	474	31.4	6.8	441.0
Sr_71E1	UGT72D1	473	32.3	5.3	518.0
Sr_71E1	UGT72C1	407	31.0	5.2	415.0
Sr_71E1	UGT72B3	472	35.2	5.1	596.0
Sr_71E1	UGT72B1	467	35.8	5.8	602.0
Sr_71E1	UGT73C3	396	32.1	8.6	371.0
Sr_71E1	UGT73C4	393	31.0	7.1	370.0
Sr_71E1	UGT73C5	393	34.1	8.9	400.0
Sr_71E1	UGT73C6	418	31.3	7.9	384.0
Sr_71E1	UGT73C1	490	30.2	9.2	368.0
Sr_71E1	UGT73C7	419	29.8	7.9	336.0
Sr_71E1	UGT73B2	319	33.2	9.7	315.0
Sr_71E1	UGT73B3	369	30.4	6.8	312.0
Sr_71E1	UGT73B1	229	35.4	6.6	335.0
Sr_71E1	UGT73B4	378	31.2	6.6	347.0
Sr_71E1	UGT73B5	226	39.4	6.6	335.0
Sr_71E1	UGT89B1	408	29.2	8.3	293.0
Sr_71E1	UGT89C1	298	30.5	7.0	296.0
Sr_71E1	VVGT1	306	28.1	8.2	216.0
Sr_71E1	UGT76C4	475	26.9	8.8	292.0
Sr_88B1	UGT76E5	450	28.2	6.7	337.0
Sr_88B1	UGT76E4	351	32.2	4.6	425.0
Sr_88B1	UGT76E1	445	29.0	4.3	431.0
Sr_88B1	UGT76E2	449	29.2	4.0	460.0
Sr_88B1	UGT76E12	447	28.4	4.9	408.0
Sr_88B1	UGT76E11	347	30.5	3.5	391.0
Sr_88B1	UGT85A5	359	32.9	7.5	366.0
Sr_88B1	UGT85A4	368	32.9	8.2	378.0
Sr_88B1	UGT84A3	471	26.5	5.3	340.0
Sr_88B1	UGT84A4	464	25.4	5.2	326.0
Sr_88B1	UGT84A2	358	28.2	5.6	320.0
Sr_88B1	UGT84A1	356	29.2	4.2	387.0
Sr_88B1	UGT84B1	312	32.4	7.4	340.0
Sr_88B1	UGT84B2	294	30.6	5.1	335.0
Sr_88B1	UGT75B1	304	27.3	3.9	309.0
Sr_88B1	UGT75D1	345	26.7	5.2	266.0
Sr_88B1	UGT74F1	335	31.9	9.6	296.0
Sr_88B1	UGT74F2	270	33.7	8.5	301.0
Sr_88B1	UGT74B1	468	28.2	8.1	300.0
Sr_88B1	UGT78D2	364	29.9	7.1	285.0
Sr_88B1	UGT78D1	379	28.2	6.1	283.0
Sr_88B1	UGT71C1	469	33.9	7.2	569.0
Sr_88B1	UGT71C2	472	35.4	7.4	570.0
Sr_88B1	UGT71C3	465	34.6	7.3	557.0
Sr_88B1	UGT71C4	468	34.8	6.2	589.0
Sr_88B1	UGT71C5	474	36.1	7.0	572.0
Sr_88B1	UGT71B8	473	34.5	7.0	583.0
Sr_88B1	UGT71B6	462	32.0	5.8	533.0
Sr_88B1	UGT71B5	475	35.2	6.3	626.0
Sr_88B1	UGT71B1	476	34.0	7.8	577.0
Sr_88B1	UGT88A1	468	48.9	2.8	1098.0
Sr_88B1	UGT72E2	454	32.6	5.7	546.0
Sr_88B1	UGT72E3	466	31.5	5.8	545.0
Sr_88B1	UGT72E1	472	33.5	5.3	579.0
Sr_88B1	UGT72D1	467	32.8	4.3	609.0
Sr_88B1	UGT72C1	450	31.6	5.8	493.0
Sr_88B1	UGT72B3	470	35.7	4.7	697.0
Sr_88B1	UGT72B1	472	36.2	5.3	697.0
Sr_88B1	UGT73C3	403	26.6	3.7	386.0
Sr_88B1	UGT73C4	448	27.5	4.5	412.0
Sr_88B1	UGT73C5	339	32.4	5.3	394.0
Sr_88B1	UGT73C6	337	32.3	4.5	383.0
Sr_88B1	UGT73C1	337	31.2	4.7	370.0
Sr_88B1	UGT73C7	284	33.8	4.2	388.0
Sr_88B1	UGT73B2	367	36.5	6.0	459.0
Sr_88B1	UGT73B3	373	37.0	6.2	458.0
Sr_88B1	UGT73B1	346	36.4	5.5	469.0
Sr_88B1	UGT73B4	368	35.9	4.1	502.0
Sr_88B1	UGT73B5	368	36.1	4.9	487.0
Sr_88B1	UGT89B1	454	28.6	5.5	389.0
Sr_88B1	UGT89C1	279	30.5	3.2	346.0
Sr_88B1	VVGT1	364	28.6	7.1	297.0
Sr_88B1	UGT76C4	325	30.5	3.4	357.0
Vv_88A12	UGT76E5	207	37.7	10.6	229.0
Vv_88A12	UGT76E4	208	39.4	7.2	307.0
Vv_88A12	UGT76E1	476	29.2	9.0	317.0
Vv_88A12	UGT76E2	475	30.1	8.4	339.0
Vv_88A12	UGT76E12	478	30.5	9.6	308.0
Vv_88A12	UGT76E11	211	40.3	7.1	298.0
Vv_88A12	UGT85A5	476	32.6	8.2	380.0
Vv_88A12	UGT85A4	475	32.0	8.4	375.0
Vv_88A12	UGT84A3	471	28.2	7.0	303.0
Vv_88A12	UGT84A4	477	27.3	7.1	289.0
Vv_88A12	UGT84A2	482	28.6	7.3	306.0
Vv_88A12	UGT84A1	377	29.2	6.1	328.0
Vv_88A12	UGT84B1	401	28.4	6.5	292.0
Vv_88A12	UGT84B2	352	28.1	7.4	275.0
Vv_88A12	UGT75B1	231	32.0	3.0	312.0
Vv_88A12	UGT75D1	212	37.7	5.7	280.0
Vv_88A12	UGT74F1	373	28.7	8.8	287.0
Vv_88A12	UGT74F2	372	27.7	8.3	278.0
Vv_88A12	UGT74B1	482	31.1	9.5	315.0
Vv_88A12	UGT78D2	129	42.6	3.1	248.0
Vv_88A12	UGT78D1	370	31.6	10.0	249.0
Vv_88A12	UGT71C1	487	35.5	8.6	541.0
Vv_88A12	UGT71C2	488	35.5	8.8	540.0
Vv_88A12	UGT71C3	486	37.4	9.1	565.0
Vv_88A12	UGT71C4	487	35.5	8.4	542.0
Vv_88A12	UGT71C5	490	34.9	8.4	511.0
Vv_88A12	UGT71B8	485	35.9	7.0	594.0
Vv_88A12	UGT71B6	483	31.9	6.8	518.0
Vv_88A12	UGT71B5	486	35.4	7.0	594.0
Vv_88A12	UGT71B1	482	36.5	6.4	590.0
Vv_88A12	UGT88A1	479	56.4	4.8	1283.0
Vv_88A12	UGT72E2	475	33.7	5.3	604.0
Vv_88A12	UGT72E3	475	33.9	5.3	615.0
Vv_88A12	UGT72E1	473	36.2	4.0	643.0
Vv_88A12	UGT72D1	475	34.1	4.6	580.0
Vv_88A12	UGT72C1	460	34.6	5.2	574.0
Vv_88A12	UGT72B3	476	39.3	4.0	778.0
Vv_88A12	UGT72B1	476	38.9	3.8	776.0
Vv_88A12	UGT73C3	493	30.8	9.1	410.0
Vv_88A12	UGT73C4	490	29.6	8.0	412.0
Vv_88A12	UGT73C5	492	30.5	8.5	395.0
Vv_88A12	UGT73C6	491	31.0	8.4	382.0
Vv_88A12	UGT73C1	491	30.5	8.6	366.0
Vv_88A12	UGT73C7	490	30.2	8.0	370.0
Vv_88A12	UGT73B2	371	32.1	7.0	356.0
Vv_88A12	UGT73B3	411	31.1	6.6	374.0
Vv_88A12	UGT73B1	214	41.6	8.9	349.0
Vv_88A12	UGT73B4	407	32.2	5.4	433.0
Vv_88A12	UGT73B5	408	32.4	6.6	397.0
Vv_88A12	UGT89B1	472	32.8	8.7	413.0
Vv_88A12	UGT89C1	288	34.0	6.2	351.0
Vv_88A12	VVGT1	137	40.1	2.9	253.0
Vv_88A12	UGT76C4	207	37.2	7.2	289.0
Zm_11344	UGT76E5	257	37.7	9.7	299.0
Zm_11344	UGT76E4	469	28.8	6.0	360.0
Zm_11344	UGT76E1	308	36.7	6.2	391.0
Zm_11344	UGT76E2	462	29.4	5.4	396.0
Zm_11344	UGT76E12	249	38.6	6.4	366.0
Zm_11344	UGT76E11	230	40.0	7.0	350.0
Zm_11344	UGT85A5	481	30.8	7.9	381.0
Zm_11344	UGT85A4	488	31.6	8.8	376.0
Zm_11344	UGT84A3	488	28.3	6.4	373.0
Zm_11344	UGT84A4	477	28.3	6.3	393.0
Zm_11344	UGT84A2	477	28.5	7.1	354.0
Zm_11344	UGT84A1	484	29.1	5.4	449.0
Zm_11344	UGT84B1	473	28.8	8.0	314.0
Zm_11344	UGT84B2	468	28.4	7.3	339.0
Zm_11344	UGT75B1	261	33.7	3.8	334.0
Zm_11344	UGT75D1	359	30.1	4.2	346.0
Zm_11344	UGT74F1	215	37.2	9.3	304.0
Zm_11344	UGT74F2	278	34.9	9.4	294.0
Zm_11344	UGT74B1	472	29.2	7.0	333.0
Zm_11344	UGT78D2	368	30.7	8.4	267.0
Zm_11344	UGT78D1	301	32.2	7.6	267.0
Zm_11344	UGT71C1	402	35.6	7.2	486.0
Zm_11344	UGT71C2	433	36.0	6.9	508.0
Zm_11344	UGT71C3	371	39.4	7.5	502.0
Zm_11344	UGT71C4	368	36.4	4.9	474.0
Zm_11344	UGT71C5	368	37.8	5.2	529.0
Zm_11344	UGT71B8	481	36.8	5.8	565.0
Zm_11344	UGT71B6	474	32.3	3.8	530.0
Zm_11344	UGT71B5	481	34.9	5.6	592.0
Zm_11344	UGT71B1	477	35.8	5.0	613.0
Zm_11344	UGT88A1	472	41.5	5.5	813.0
Zm_11344	UGT72E2	461	34.9	5.6	571.0
Zm_11344	UGT72E3	462	36.1	6.1	605.0
Zm_11344	UGT72E1	461	34.9	4.3	584.0
Zm_11344	UGT72D1	454	33.5	2.0	603.0
Zm_11344	UGT72C1	454	33.7	5.9	530.0
Zm_11344	UGT72B3	459	41.6	4.8	729.0
Zm_11344	UGT72B1	459	40.5	4.6	736.0
Zm_11344	UGT73C3	485	28.0	7.0	392.0
Zm_11344	UGT73C4	490	28.6	6.9	410.0
Zm_11344	UGT73C5	471	28.9	6.6	365.0
Zm_11344	UGT73C6	485	27.8	7.0	350.0
Zm_11344	UGT73C1	491	27.3	7.1	369.0
Zm_11344	UGT73C7	284	37.3	7.4	368.0
Zm_11344	UGT73B2	366	32.5	5.7	374.0
Zm_11344	UGT73B3	365	33.2	5.5	378.0
Zm_11344	UGT73B1	372	32.3	5.1	394.0
Zm_11344	UGT73B4	364	35.2	3.8	443.0
Zm_11344	UGT73B5	365	36.7	5.2	443.0
Zm_11344	UGT89B1	476	31.1	8.6	386.0
Zm_11344	UGT89C1	267	33.0	3.7	368.0
Zm_11344	VVGT1	304	33.2	8.9	274.0
Zm_11344	UGT76C4	452	28.3	5.3	330.0
Zm_15991	UGT76E5	359	31.5	8.6	252.0
Zm_15991	UGT76E4	360	32.8	6.9	335.0
Zm_15991	UGT76E1	356	30.1	6.7	295.0
Zm_15991	UGT76E2	356	32.0	6.7	321.0
Zm_15991	UGT76E12	360	31.7	6.7	325.0
Zm_15991	UGT76E11	357	31.9	7.0	304.0
Zm_15991	UGT85A5	373	31.6	7.5	306.0
Zm_15991	UGT85A4	377	30.5	8.2	295.0
Zm_15991	UGT84A3	473	23.7	5.1	255.0
Zm_15991	UGT84A4	478	24.7	6.1	278.0
Zm_15991	UGT84A2	366	25.4	5.2	280.0
Zm_15991	UGT84A1	470	23.4	3.6	320.0
Zm_15991	UGT84B1	306	29.1	6.2	259.0
Zm_15991	UGT84B2	333	27.9	5.1	282.0
Zm_15991	UGT75B1	263	29.3	4.2	246.0
Zm_15991	UGT75D1	358	23.7	4.2	241.0
Zm_15991	UGT74F1	368	27.2	6.5	238.0
Zm_15991	UGT74F2	361	29.6	8.3	254.0
Zm_15991	UGT74B1	377	30.2	7.4	257.0
Zm_15991	UGT78D2	394	26.9	7.6	236.0
Zm_15991	UGT78D1	392	26.5	7.1	224.0
Zm_15991	UGT71C1	478	38.1	7.7	618.0
Zm_15991	UGT71C2	478	38.9	7.5	623.0
Zm_15991	UGT71C3	488	38.5	8.0	641.0
Zm_15991	UGT71C4	482	39.0	7.7	640.0
Zm_15991	UGT71C5	475	36.0	5.9	580.0
Zm_15991	UGT71B8	483	37.3	5.8	647.0
Zm_15991	UGT71B6	479	35.9	6.3	632.0
Zm_15991	UGT71B5	479	36.1	5.2	618.0
Zm_15991	UGT71B1	476	35.9	5.0	667.0
Zm_15991	UGT88A1	472	37.7	5.1	720.0
Zm_15991	UGT72E2	471	32.9	6.2	532.0
Zm_15991	UGT72E3	471	33.1	6.2	516.0
Zm_15991	UGT72E1	466	32.4	3.9	538.0
Zm_15991	UGT72D1	469	34.5	3.6	619.0
Zm_15991	UGT72C1	450	34.4	5.6	509.0
Zm_15991	UGT72B3	472	36.7	4.2	655.0
Zm_15991	UGT72B1	473	35.9	4.4	674.0
Zm_15991	UGT73C3	221	37.6	6.3	314.0
Zm_15991	UGT73C4	487	26.1	5.3	324.0
Zm_15991	UGT73C5	393	29.3	5.9	318.0
Zm_15991	UGT73C6	275	33.8	5.8	314.0
Zm_15991	UGT73C1	223	36.8	6.3	314.0
Zm_15991	UGT73C7	224	39.7	6.2	329.0
Zm_15991	UGT73B2	213	41.3	6.6	336.0
Zm_15991	UGT73B3	212	41.0	6.1	328.0
Zm_15991	UGT73B1	217	42.9	6.5	357.0
Zm_15991	UGT73B4	365	32.1	3.8	388.0
Zm_15991	UGT73B5	212	43.4	4.7	385.0
