cas	cid	ID	Description	UGT	Accession	Polyphenol Name	Yield
487-52-5	5281222	127	mgt		Q54387	Butein	0
20575-57-9	5280448	127	mgt		Q54387	Calycosin	0
480-11-5	5320315	127	mgt		Q54387	Oroxylin A	0
104594-70-9	5281787	127	mgt		Q54387	Caffeic Acid Phenethyl Ester	0
2957-21-3	73571	127	mgt		Q54387	Sakuranetin	2
552-58-9	440735	127	mgt		Q54387	Eriodictyol	0
480-20-6	122850	127	mgt		Q54387	Aromadendrin	1
1447-88-7	5281628	127	mgt		Q54387	Hispidulin	0
548-77-6	5281811	127	mgt		Q54387	Tectorigenin	0
37308-75-1	6293081	127	mgt		Q54387	Flavokawain C	0
500-38-9	4534	127	mgt		Q54387	Nordihydroguaiaretic acid	0
102036-29-3	13846689	127	mgt		Q54387	Protosappanin B	0
108853-14-1	176096	127	mgt		Q54387	Dendrophenol	1
520-11-6	5317284	127	mgt		Q54387	6-Methoxyluteolin	0
41060-15-5	5320053	127	mgt		Q54387	Neobavaisoflavone	4
19879-32-4	5321775	127	mgt		Q54387	Bavachin	1
67979-25-3	155011	127	mgt		Q54387	Aurantio-obtusin	1
18085-97-7	5379096	127	mgt		Q54387	Jaceosidin	0
906-33-2	5280633	127	mgt		Q54387	Neochlorogenic acid	0
548-76-5	5464170	127	mgt		Q54387	Irigenin	0
27208-80-6	5281718	127	mgt		Q54387	Polydatin	0
500-65-2	5320954	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Rhapontigenin	1
446-72-0	5280961	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Genistein	0
520-36-5	5280443	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Apigenin	2
491-70-3	5280445	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Luteolin	0
4773-96-0	5281647	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Mangiferin	1
3681-93-4	5280441	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Vitexin	0
1126-61-0	70775	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	4-Allylpyrocatechol	0
13677-79-7	83651	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Homogentisic acid	0
31721-94-5	5281343	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	5,7-Dihydroxychromone	0
1983-81-9	54679630	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	4,7-DIHYDROXYCOUMARIN	0
708-53-2	12820	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	2',3'-Dihydroxy-4'-methoxyacetophenone	0
529-84-0	5319502	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	4-Methylesculetin	0
2107-76-8	5354284	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	4-Methyllimetol	0
3843-74-1	689075	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Methyl caffeate acid	0
4707-47-5	238398	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Atraric acid	1
69039-02-7	155240	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Hydroxytyrosol Acetate	7
121-79-9	4947	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Propyl gallate	1
606-12-2	220295	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	2,4'-Dihydroxybenzophenone	0
531-95-3	91469	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Equol	0
33626-08-3	6255462	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	4'-Methoxyresveratrol	1
86361-55-9	45382232	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Gnetol	0
842-01-3	5413034	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	7,8-Dihydroxy-4-phenylcoumarin	0
7758-73-8	5398649	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	5,7-Dihydroxy-4-phenylcoumarin	1
32507-66-7	5318650	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Isorhapontigenin	0
17817-31-1	5284649	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	6,7,4'-Trihydroxyisoflavone	0
487-52-5	5281222	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Butein	0
20575-57-9	5280448	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Calycosin	0
480-11-5	5320315	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Oroxylin A	3
104594-70-9	5281787	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Caffeic Acid Phenethyl Ester	2
2957-21-3	73571	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Sakuranetin	2
552-58-9	440735	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Eriodictyol	0
480-20-6	122850	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Aromadendrin	1
1447-88-7	5281628	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Hispidulin	0
548-77-6	5281811	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Tectorigenin	0
37308-75-1	6293081	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Flavokawain C	3
500-38-9	4534	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Nordihydroguaiaretic acid	0
102036-29-3	13846689	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Protosappanin B	0
108853-14-1	176096	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Dendrophenol	1
520-11-6	5317284	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	6-Methoxyluteolin	0
41060-15-5	5320053	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Neobavaisoflavone	0
19879-32-4	5321775	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Bavachin	0
67979-25-3	155011	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Aurantio-obtusin	1
18085-97-7	5379096	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Jaceosidin	0
906-33-2	5280633	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Neochlorogenic acid	0
548-76-5	5464170	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Irigenin	0
27208-80-6	5281718	129	NucGT nucleocidin fluorinated NP		A0A142C6V3	Polydatin	0
500-65-2	5320954	132	UGT78D2	UGT78D2	Q9LFJ8	Rhapontigenin	3
446-72-0	5280961	132	UGT78D2	UGT78D2	Q9LFJ8	Genistein	10
520-36-5	5280443	132	UGT78D2	UGT78D2	Q9LFJ8	Apigenin	48
491-70-3	5280445	132	UGT78D2	UGT78D2	Q9LFJ8	Luteolin	12
4773-96-0	5281647	132	UGT78D2	UGT78D2	Q9LFJ8	Mangiferin	0
3681-93-4	5280441	132	UGT78D2	UGT78D2	Q9LFJ8	Vitexin	0
1126-61-0	70775	132	UGT78D2	UGT78D2	Q9LFJ8	4-Allylpyrocatechol	1
13677-79-7	83651	132	UGT78D2	UGT78D2	Q9LFJ8	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	132	UGT78D2	UGT78D2	Q9LFJ8	Homogentisic acid	0
31721-94-5	5281343	132	UGT78D2	UGT78D2	Q9LFJ8	5,7-Dihydroxychromone	8
1983-81-9	54679630	132	UGT78D2	UGT78D2	Q9LFJ8	4,7-DIHYDROXYCOUMARIN	12
708-53-2	12820	132	UGT78D2	UGT78D2	Q9LFJ8	2',3'-Dihydroxy-4'-methoxyacetophenone	3
529-84-0	5319502	132	UGT78D2	UGT78D2	Q9LFJ8	4-Methylesculetin	24
2107-76-8	5354284	132	UGT78D2	UGT78D2	Q9LFJ8	4-Methyllimetol	71
3843-74-1	689075	132	UGT78D2	UGT78D2	Q9LFJ8	Methyl caffeate acid	3
4707-47-5	238398	132	UGT78D2	UGT78D2	Q9LFJ8	Atraric acid	3
69039-02-7	155240	132	UGT78D2	UGT78D2	Q9LFJ8	Hydroxytyrosol Acetate	0
121-79-9	4947	132	UGT78D2	UGT78D2	Q9LFJ8	Propyl gallate	38
606-12-2	220295	132	UGT78D2	UGT78D2	Q9LFJ8	2,4'-Dihydroxybenzophenone	4
531-95-3	91469	132	UGT78D2	UGT78D2	Q9LFJ8	Equol	5
33626-08-3	6255462	132	UGT78D2	UGT78D2	Q9LFJ8	4'-Methoxyresveratrol	25
86361-55-9	45382232	132	UGT78D2	UGT78D2	Q9LFJ8	Gnetol	2
842-01-3	5413034	132	UGT78D2	UGT78D2	Q9LFJ8	7,8-Dihydroxy-4-phenylcoumarin	27
7758-73-8	5398649	132	UGT78D2	UGT78D2	Q9LFJ8	5,7-Dihydroxy-4-phenylcoumarin	26
32507-66-7	5318650	132	UGT78D2	UGT78D2	Q9LFJ8	Isorhapontigenin	5
17817-31-1	5284649	132	UGT78D2	UGT78D2	Q9LFJ8	6,7,4'-Trihydroxyisoflavone	36
487-52-5	5281222	132	UGT78D2	UGT78D2	Q9LFJ8	Butein	3
20575-57-9	5280448	132	UGT78D2	UGT78D2	Q9LFJ8	Calycosin	15
480-11-5	5320315	132	UGT78D2	UGT78D2	Q9LFJ8	Oroxylin A	43
104594-70-9	5281787	132	UGT78D2	UGT78D2	Q9LFJ8	Caffeic Acid Phenethyl Ester	17
2957-21-3	73571	132	UGT78D2	UGT78D2	Q9LFJ8	Sakuranetin	0
552-58-9	440735	132	UGT78D2	UGT78D2	Q9LFJ8	Eriodictyol	3
480-20-6	122850	132	UGT78D2	UGT78D2	Q9LFJ8	Aromadendrin	8
1447-88-7	5281628	132	UGT78D2	UGT78D2	Q9LFJ8	Hispidulin	16
548-77-6	5281811	132	UGT78D2	UGT78D2	Q9LFJ8	Tectorigenin	5
37308-75-1	6293081	132	UGT78D2	UGT78D2	Q9LFJ8	Flavokawain C	5
500-38-9	4534	132	UGT78D2	UGT78D2	Q9LFJ8	Nordihydroguaiaretic acid	3
102036-29-3	13846689	132	UGT78D2	UGT78D2	Q9LFJ8	Protosappanin B	1
108853-14-1	176096	132	UGT78D2	UGT78D2	Q9LFJ8	Dendrophenol	2
520-11-6	5317284	132	UGT78D2	UGT78D2	Q9LFJ8	6-Methoxyluteolin	27
41060-15-5	5320053	132	UGT78D2	UGT78D2	Q9LFJ8	Neobavaisoflavone	53
19879-32-4	5321775	132	UGT78D2	UGT78D2	Q9LFJ8	Bavachin	17
67979-25-3	155011	132	UGT78D2	UGT78D2	Q9LFJ8	Aurantio-obtusin	21
18085-97-7	5379096	132	UGT78D2	UGT78D2	Q9LFJ8	Jaceosidin	33
906-33-2	5280633	132	UGT78D2	UGT78D2	Q9LFJ8	Neochlorogenic acid	0
548-76-5	5464170	132	UGT78D2	UGT78D2	Q9LFJ8	Irigenin	14
27208-80-6	5281718	132	UGT78D2	UGT78D2	Q9LFJ8	Polydatin	0
500-65-2	5320954	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Rhapontigenin	1
446-72-0	5280961	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Genistein	17
520-36-5	5280443	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Apigenin	88
491-70-3	5280445	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Luteolin	58
4773-96-0	5281647	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Mangiferin	0
3681-93-4	5280441	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Vitexin	0
1126-61-0	70775	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	4-Allylpyrocatechol	0
13677-79-7	83651	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Homogentisic acid	0
31721-94-5	5281343	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	5,7-Dihydroxychromone	0
1983-81-9	54679630	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	4,7-DIHYDROXYCOUMARIN	0
708-53-2	12820	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	2',3'-Dihydroxy-4'-methoxyacetophenone	0
529-84-0	5319502	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	4-Methylesculetin	0
2107-76-8	5354284	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	4-Methyllimetol	0
3843-74-1	689075	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Methyl caffeate acid	30
4707-47-5	238398	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Atraric acid	0
69039-02-7	155240	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Hydroxytyrosol Acetate	0
121-79-9	4947	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Propyl gallate	1
606-12-2	220295	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	2,4'-Dihydroxybenzophenone	2
531-95-3	91469	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Equol	1
33626-08-3	6255462	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	4'-Methoxyresveratrol	1
86361-55-9	45382232	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Gnetol	3
842-01-3	5413034	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	7,8-Dihydroxy-4-phenylcoumarin	2
7758-73-8	5398649	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	5,7-Dihydroxy-4-phenylcoumarin	2
32507-66-7	5318650	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Isorhapontigenin	3
17817-31-1	5284649	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	6,7,4'-Trihydroxyisoflavone	79
487-52-5	5281222	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Butein	80
20575-57-9	5280448	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Calycosin	0
480-11-5	5320315	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Oroxylin A	2
104594-70-9	5281787	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Caffeic Acid Phenethyl Ester	34
2957-21-3	73571	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Sakuranetin	1
552-58-9	440735	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Eriodictyol	0
480-20-6	122850	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Aromadendrin	1
1447-88-7	5281628	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Hispidulin	3
548-77-6	5281811	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Tectorigenin	2
37308-75-1	6293081	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Flavokawain C	9
500-38-9	4534	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Nordihydroguaiaretic acid	7
102036-29-3	13846689	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Protosappanin B	0
108853-14-1	176096	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Dendrophenol	4
520-11-6	5317284	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	6-Methoxyluteolin	6
41060-15-5	5320053	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Neobavaisoflavone	11
19879-32-4	5321775	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Bavachin	2
67979-25-3	155011	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Aurantio-obtusin	1
18085-97-7	5379096	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Jaceosidin	4
906-33-2	5280633	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Neochlorogenic acid	0
548-76-5	5464170	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Irigenin	0
27208-80-6	5281718	140	UDP-glucosyl transferase 73C		A0A4D6LCC9	Polydatin	5
500-65-2	5320954	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Rhapontigenin	7
446-72-0	5280961	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Genistein	36
520-36-5	5280443	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Apigenin	94
491-70-3	5280445	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Luteolin	62
4773-96-0	5281647	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Mangiferin	0
3681-93-4	5280441	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Vitexin	0
1126-61-0	70775	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	4-Allylpyrocatechol	5
13677-79-7	83651	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Homogentisic acid	0
31721-94-5	5281343	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	5,7-Dihydroxychromone	47
1983-81-9	54679630	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	4,7-DIHYDROXYCOUMARIN	0
708-53-2	12820	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	2',3'-Dihydroxy-4'-methoxyacetophenone	4
529-84-0	5319502	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	4-Methylesculetin	0
2107-76-8	5354284	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	4-Methyllimetol	0
3843-74-1	689075	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Methyl caffeate acid	31
4707-47-5	238398	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Atraric acid	17
69039-02-7	155240	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Hydroxytyrosol Acetate	2
121-79-9	4947	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Propyl gallate	7
606-12-2	220295	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	2,4'-Dihydroxybenzophenone	19
531-95-3	91469	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Equol	7
33626-08-3	6255462	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	4'-Methoxyresveratrol	11
86361-55-9	45382232	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Gnetol	2
842-01-3	5413034	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	7,8-Dihydroxy-4-phenylcoumarin	37
7758-73-8	5398649	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	5,7-Dihydroxy-4-phenylcoumarin	4
32507-66-7	5318650	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Isorhapontigenin	3
17817-31-1	5284649	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	6,7,4'-Trihydroxyisoflavone	67
487-52-5	5281222	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Butein	86
20575-57-9	5280448	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Calycosin	32
480-11-5	5320315	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Oroxylin A	56
104594-70-9	5281787	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Caffeic Acid Phenethyl Ester	51
2957-21-3	73571	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Sakuranetin	8
552-58-9	440735	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Eriodictyol	68
480-20-6	122850	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Aromadendrin	38
1447-88-7	5281628	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Hispidulin	58
548-77-6	5281811	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Tectorigenin	19
37308-75-1	6293081	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Flavokawain C	82
500-38-9	4534	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Nordihydroguaiaretic acid	22
102036-29-3	13846689	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Protosappanin B	0
108853-14-1	176096	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Dendrophenol	2
520-11-6	5317284	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	6-Methoxyluteolin	64
41060-15-5	5320053	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Neobavaisoflavone	86
19879-32-4	5321775	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Bavachin	45
67979-25-3	155011	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Aurantio-obtusin	62
18085-97-7	5379096	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Jaceosidin	60
906-33-2	5280633	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Neochlorogenic acid	0
548-76-5	5464170	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Irigenin	25
27208-80-6	5281718	141	UDP-glucose glucosyltransferase	UGT75L5	B6EWY1	Polydatin	0
500-65-2	5320954	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Rhapontigenin	2
446-72-0	5280961	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Genistein	1
520-36-5	5280443	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Apigenin	25
491-70-3	5280445	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Luteolin	0
4773-96-0	5281647	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Mangiferin	0
3681-93-4	5280441	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Vitexin	0
1126-61-0	70775	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	4-Allylpyrocatechol	0
13677-79-7	83651	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Homogentisic acid	0
31721-94-5	5281343	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	5,7-Dihydroxychromone	0
1983-81-9	54679630	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	4,7-DIHYDROXYCOUMARIN	0
708-53-2	12820	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	2',3'-Dihydroxy-4'-methoxyacetophenone	0
529-84-0	5319502	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	4-Methylesculetin	0
2107-76-8	5354284	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	4-Methyllimetol	0
3843-74-1	689075	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Methyl caffeate acid	0
4707-47-5	238398	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Atraric acid	2
69039-02-7	155240	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Hydroxytyrosol Acetate	0
121-79-9	4947	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Propyl gallate	2
606-12-2	220295	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	2,4'-Dihydroxybenzophenone	0
531-95-3	91469	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Equol	0
33626-08-3	6255462	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	4'-Methoxyresveratrol	0
86361-55-9	45382232	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Gnetol	4
842-01-3	5413034	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	7,8-Dihydroxy-4-phenylcoumarin	0
7758-73-8	5398649	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	5,7-Dihydroxy-4-phenylcoumarin	0
32507-66-7	5318650	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Isorhapontigenin	0
17817-31-1	5284649	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	6,7,4'-Trihydroxyisoflavone	0
487-52-5	5281222	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Butein	0
20575-57-9	5280448	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Calycosin	0
480-11-5	5320315	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Oroxylin A	6
104594-70-9	5281787	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Caffeic Acid Phenethyl Ester	0
2957-21-3	73571	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Sakuranetin	0
552-58-9	440735	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Eriodictyol	0
480-20-6	122850	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Aromadendrin	1
1447-88-7	5281628	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Hispidulin	0
548-77-6	5281811	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Tectorigenin	0
37308-75-1	6293081	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Flavokawain C	0
500-38-9	4534	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Nordihydroguaiaretic acid	0
102036-29-3	13846689	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Protosappanin B	0
108853-14-1	176096	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Dendrophenol	0
520-11-6	5317284	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	6-Methoxyluteolin	0
41060-15-5	5320053	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Neobavaisoflavone	0
19879-32-4	5321775	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Bavachin	0
67979-25-3	155011	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Aurantio-obtusin	0
18085-97-7	5379096	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Jaceosidin	0
906-33-2	5280633	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Neochlorogenic acid	0
548-76-5	5464170	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Irigenin	0
27208-80-6	5281718	142	UDP-glycosyltransferase 75L13	UGT75L13	A0A125QVX4	Polydatin	0
500-65-2	5320954	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Rhapontigenin	22
446-72-0	5280961	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Genistein	2
520-36-5	5280443	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Apigenin	16
491-70-3	5280445	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Luteolin	15
4773-96-0	5281647	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Mangiferin	0
3681-93-4	5280441	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Vitexin	23
1126-61-0	70775	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	4-Allylpyrocatechol	2
13677-79-7	83651	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Homogentisic acid	0
31721-94-5	5281343	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	5,7-Dihydroxychromone	4
1983-81-9	54679630	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	4,7-DIHYDROXYCOUMARIN	0
708-53-2	12820	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	2',3'-Dihydroxy-4'-methoxyacetophenone	2
529-84-0	5319502	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	4-Methylesculetin	0
2107-76-8	5354284	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	4-Methyllimetol	32
3843-74-1	689075	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Methyl caffeate acid	5
4707-47-5	238398	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Atraric acid	2
