Accession	cas	cid	ID	Description	UGT	Polyphenol Name	Yield	enzyme
A0A1W6JGU2	121-79-9	4947	123	UGT 3 de Aloe arborescens (GT1)		Propyl gallate	5	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	606-12-2	220295	123	UGT 3 de Aloe arborescens (GT1)		2,4'-Dihydroxybenzophenone	14	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	531-95-3	91469	123	UGT 3 de Aloe arborescens (GT1)		Equol	2	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	33626-08-3	6255462	123	UGT 3 de Aloe arborescens (GT1)		4'-Methoxyresveratrol	29	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	86361-55-9	45382232	123	UGT 3 de Aloe arborescens (GT1)		Gnetol	3	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	842-01-3	5413034	123	UGT 3 de Aloe arborescens (GT1)		7,8-Dihydroxy-4-phenylcoumarin	22	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	7758-73-8	5398649	123	UGT 3 de Aloe arborescens (GT1)		5,7-Dihydroxy-4-phenylcoumarin	38	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	32507-66-7	5318650	123	UGT 3 de Aloe arborescens (GT1)		Isorhapontigenin	5	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	17817-31-1	5284649	123	UGT 3 de Aloe arborescens (GT1)		6,7,4'-Trihydroxyisoflavone	0	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	487-52-5	5281222	123	UGT 3 de Aloe arborescens (GT1)		Butein	38	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	20575-57-9	5280448	123	UGT 3 de Aloe arborescens (GT1)		Calycosin	21	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	480-11-5	5320315	123	UGT 3 de Aloe arborescens (GT1)		Oroxylin A	52	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	104594-70-9	5281787	123	UGT 3 de Aloe arborescens (GT1)		Caffeic Acid Phenethyl Ester	16	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	2957-21-3	73571	123	UGT 3 de Aloe arborescens (GT1)		Sakuranetin	15	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	552-58-9	440735	123	UGT 3 de Aloe arborescens (GT1)		Eriodictyol	10	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	480-20-6	122850	123	UGT 3 de Aloe arborescens (GT1)		Aromadendrin	11	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	1447-88-7	5281628	123	UGT 3 de Aloe arborescens (GT1)		Hispidulin	36	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	548-77-6	5281811	123	UGT 3 de Aloe arborescens (GT1)		Tectorigenin	20	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	37308-75-1	6293081	123	UGT 3 de Aloe arborescens (GT1)		Flavokawain C	23	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	500-38-9	4534	123	UGT 3 de Aloe arborescens (GT1)		Nordihydroguaiaretic acid	3	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	102036-29-3	13846689	123	UGT 3 de Aloe arborescens (GT1)		Protosappanin B	0	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	108853-14-1	176096	123	UGT 3 de Aloe arborescens (GT1)		Dendrophenol	11	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	520-11-6	5317284	123	UGT 3 de Aloe arborescens (GT1)		6-Methoxyluteolin	30	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	41060-15-5	5320053	123	UGT 3 de Aloe arborescens (GT1)		Neobavaisoflavone	95	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	19879-32-4	5321775	123	UGT 3 de Aloe arborescens (GT1)		Bavachin	71	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	67979-25-3	155011	123	UGT 3 de Aloe arborescens (GT1)		Aurantio-obtusin	42	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	18085-97-7	5379096	123	UGT 3 de Aloe arborescens (GT1)		Jaceosidin	65	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	906-33-2	5280633	123	UGT 3 de Aloe arborescens (GT1)		Neochlorogenic acid	0	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	548-76-5	5464170	123	UGT 3 de Aloe arborescens (GT1)		Irigenin	34	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	27208-80-6	5281718	123	UGT 3 de Aloe arborescens (GT1)		Polydatin	0	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
Q5CAZ5	500-65-2	5320954	124	UDP-Xyl: gentisic acid xylosyltransferase		Rhapontigenin	2	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	446-72-0	5280961	124	UDP-Xyl: gentisic acid xylosyltransferase		Genistein	59	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	520-36-5	5280443	124	UDP-Xyl: gentisic acid xylosyltransferase		Apigenin	83	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	491-70-3	5280445	124	UDP-Xyl: gentisic acid xylosyltransferase		Luteolin	56	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	4773-96-0	5281647	124	UDP-Xyl: gentisic acid xylosyltransferase		Mangiferin	1	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	3681-93-4	5280441	124	UDP-Xyl: gentisic acid xylosyltransferase		Vitexin	3	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	1126-61-0	70775	124	UDP-Xyl: gentisic acid xylosyltransferase		4-Allylpyrocatechol	1	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	13677-79-7	83651	124	UDP-Xyl: gentisic acid xylosyltransferase		2,3,4-Trihydroxybenzoic acid	0	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	451-13-8	780	124	UDP-Xyl: gentisic acid xylosyltransferase		Homogentisic acid	0	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	31721-94-5	5281343	124	UDP-Xyl: gentisic acid xylosyltransferase		5,7-Dihydroxychromone	16	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	1983-81-9	54679630	124	UDP-Xyl: gentisic acid xylosyltransferase		4,7-DIHYDROXYCOUMARIN	1	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	708-53-2	12820	124	UDP-Xyl: gentisic acid xylosyltransferase		2',3'-Dihydroxy-4'-methoxyacetophenone	1	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	529-84-0	5319502	124	UDP-Xyl: gentisic acid xylosyltransferase		4-Methylesculetin	28	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	2107-76-8	5354284	124	UDP-Xyl: gentisic acid xylosyltransferase		4-Methyllimetol	2	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	3843-74-1	689075	124	UDP-Xyl: gentisic acid xylosyltransferase		Methyl caffeate acid	12	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	4707-47-5	238398	124	UDP-Xyl: gentisic acid xylosyltransferase		Atraric acid	2	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	69039-02-7	155240	124	UDP-Xyl: gentisic acid xylosyltransferase		Hydroxytyrosol Acetate	2	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	121-79-9	4947	124	UDP-Xyl: gentisic acid xylosyltransferase		Propyl gallate	0	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	606-12-2	220295	124	UDP-Xyl: gentisic acid xylosyltransferase		2,4'-Dihydroxybenzophenone	7	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	531-95-3	91469	124	UDP-Xyl: gentisic acid xylosyltransferase		Equol	1	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	33626-08-3	6255462	124	UDP-Xyl: gentisic acid xylosyltransferase		4'-Methoxyresveratrol	2	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	86361-55-9	45382232	124	UDP-Xyl: gentisic acid xylosyltransferase		Gnetol	5	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	842-01-3	5413034	124	UDP-Xyl: gentisic acid xylosyltransferase		7,8-Dihydroxy-4-phenylcoumarin	1	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	7758-73-8	5398649	124	UDP-Xyl: gentisic acid xylosyltransferase		5,7-Dihydroxy-4-phenylcoumarin	0	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	32507-66-7	5318650	124	UDP-Xyl: gentisic acid xylosyltransferase		Isorhapontigenin	2	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	17817-31-1	5284649	124	UDP-Xyl: gentisic acid xylosyltransferase		6,7,4'-Trihydroxyisoflavone	32	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	487-52-5	5281222	124	UDP-Xyl: gentisic acid xylosyltransferase		Butein	75	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	20575-57-9	5280448	124	UDP-Xyl: gentisic acid xylosyltransferase		Calycosin	11	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	480-11-5	5320315	124	UDP-Xyl: gentisic acid xylosyltransferase		Oroxylin A	31	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	104594-70-9	5281787	124	UDP-Xyl: gentisic acid xylosyltransferase		Caffeic Acid Phenethyl Ester	33	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	2957-21-3	73571	124	UDP-Xyl: gentisic acid xylosyltransferase		Sakuranetin	0	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	552-58-9	440735	124	UDP-Xyl: gentisic acid xylosyltransferase		Eriodictyol	41	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	480-20-6	122850	124	UDP-Xyl: gentisic acid xylosyltransferase		Aromadendrin	19	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	1447-88-7	5281628	124	UDP-Xyl: gentisic acid xylosyltransferase		Hispidulin	56	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	548-77-6	5281811	124	UDP-Xyl: gentisic acid xylosyltransferase		Tectorigenin	9	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	37308-75-1	6293081	124	UDP-Xyl: gentisic acid xylosyltransferase		Flavokawain C	36	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	500-38-9	4534	124	UDP-Xyl: gentisic acid xylosyltransferase		Nordihydroguaiaretic acid	8	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	102036-29-3	13846689	124	UDP-Xyl: gentisic acid xylosyltransferase		Protosappanin B	0	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	108853-14-1	176096	124	UDP-Xyl: gentisic acid xylosyltransferase		Dendrophenol	0	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	520-11-6	5317284	124	UDP-Xyl: gentisic acid xylosyltransferase		6-Methoxyluteolin	34	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	41060-15-5	5320053	124	UDP-Xyl: gentisic acid xylosyltransferase		Neobavaisoflavone	75	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	19879-32-4	5321775	124	UDP-Xyl: gentisic acid xylosyltransferase		Bavachin	31	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	67979-25-3	155011	124	UDP-Xyl: gentisic acid xylosyltransferase		Aurantio-obtusin	10	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	18085-97-7	5379096	124	UDP-Xyl: gentisic acid xylosyltransferase		Jaceosidin	28	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	906-33-2	5280633	124	UDP-Xyl: gentisic acid xylosyltransferase		Neochlorogenic acid	0	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	548-76-5	5464170	124	UDP-Xyl: gentisic acid xylosyltransferase		Irigenin	0	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q5CAZ5	27208-80-6	5281718	124	UDP-Xyl: gentisic acid xylosyltransferase		Polydatin	8	CAI62049.1 UDP-xylose phenolic glycosyltransferase [Solanum lycopersicum]
Q3HTL7	500-65-2	5320954	125	OleI		Rhapontigenin	73	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	446-72-0	5280961	125	OleI		Genistein	55	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	520-36-5	5280443	125	OleI		Apigenin	0	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	491-70-3	5280445	125	OleI		Luteolin	16	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	4773-96-0	5281647	125	OleI		Mangiferin	0	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	3681-93-4	5280441	125	OleI		Vitexin	0	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	1126-61-0	70775	125	OleI		4-Allylpyrocatechol	0	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	13677-79-7	83651	125	OleI		2,3,4-Trihydroxybenzoic acid	0	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	451-13-8	780	125	OleI		Homogentisic acid	0	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	31721-94-5	5281343	125	OleI		5,7-Dihydroxychromone	24	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	1983-81-9	54679630	125	OleI		4,7-DIHYDROXYCOUMARIN	1	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	708-53-2	12820	125	OleI		2',3'-Dihydroxy-4'-methoxyacetophenone	55	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	529-84-0	5319502	125	OleI		4-Methylesculetin	12	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	2107-76-8	5354284	125	OleI		4-Methyllimetol	3	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	3843-74-1	689075	125	OleI		Methyl caffeate acid	0	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	4707-47-5	238398	125	OleI		Atraric acid	10	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	69039-02-7	155240	125	OleI		Hydroxytyrosol Acetate	0	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	121-79-9	4947	125	OleI		Propyl gallate	3	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	606-12-2	220295	125	OleI		2,4'-Dihydroxybenzophenone	17	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	531-95-3	91469	125	OleI		Equol	0	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	33626-08-3	6255462	125	OleI		4'-Methoxyresveratrol	0	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	86361-55-9	45382232	125	OleI		Gnetol	6	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	842-01-3	5413034	125	OleI		7,8-Dihydroxy-4-phenylcoumarin	10	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	7758-73-8	5398649	125	OleI		5,7-Dihydroxy-4-phenylcoumarin	24	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	32507-66-7	5318650	125	OleI		Isorhapontigenin	20	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	17817-31-1	5284649	125	OleI		6,7,4'-Trihydroxyisoflavone	0	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	487-52-5	5281222	125	OleI		Butein	77	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	20575-57-9	5280448	125	OleI		Calycosin	30	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	480-11-5	5320315	125	OleI		Oroxylin A	0	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	104594-70-9	5281787	125	OleI		Caffeic Acid Phenethyl Ester	47	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	2957-21-3	73571	125	OleI		Sakuranetin	0	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	552-58-9	440735	125	OleI		Eriodictyol	10	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	480-20-6	122850	125	OleI		Aromadendrin	17	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	1447-88-7	5281628	125	OleI		Hispidulin	60	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	548-77-6	5281811	125	OleI		Tectorigenin	7	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	37308-75-1	6293081	125	OleI		Flavokawain C	44	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	500-38-9	4534	125	OleI		Nordihydroguaiaretic acid	0	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	102036-29-3	13846689	125	OleI		Protosappanin B	0	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	108853-14-1	176096	125	OleI		Dendrophenol	14	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	520-11-6	5317284	125	OleI		6-Methoxyluteolin	37	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	41060-15-5	5320053	125	OleI		Neobavaisoflavone	91	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	19879-32-4	5321775	125	OleI		Bavachin	86	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	67979-25-3	155011	125	OleI		Aurantio-obtusin	21	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	18085-97-7	5379096	125	OleI		Jaceosidin	52	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	906-33-2	5280633	125	OleI		Neochlorogenic acid	0	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	548-76-5	5464170	125	OleI		Irigenin	12	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL7	27208-80-6	5281718	125	OleI		Polydatin	1	ABA42118.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	500-65-2	5320954	126	OleD		Rhapontigenin	43	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	446-72-0	5280961	126	OleD		Genistein	5	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	520-36-5	5280443	126	OleD		Apigenin	12	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	491-70-3	5280445	126	OleD		Luteolin	7	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	4773-96-0	5281647	126	OleD		Mangiferin	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	3681-93-4	5280441	126	OleD		Vitexin	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	1126-61-0	70775	126	OleD		4-Allylpyrocatechol	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	13677-79-7	83651	126	OleD		2,3,4-Trihydroxybenzoic acid	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	451-13-8	780	126	OleD		Homogentisic acid	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	31721-94-5	5281343	126	OleD		5,7-Dihydroxychromone	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	1983-81-9	54679630	126	OleD		4,7-DIHYDROXYCOUMARIN	1	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	708-53-2	12820	126	OleD		2',3'-Dihydroxy-4'-methoxyacetophenone	1	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	529-84-0	5319502	126	OleD		4-Methylesculetin	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	2107-76-8	5354284	126	OleD		4-Methyllimetol	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	3843-74-1	689075	126	OleD		Methyl caffeate acid	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	4707-47-5	238398	126	OleD		Atraric acid	3	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	69039-02-7	155240	126	OleD		Hydroxytyrosol Acetate	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	121-79-9	4947	126	OleD		Propyl gallate	5	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	606-12-2	220295	126	OleD		2,4'-Dihydroxybenzophenone	7	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	531-95-3	91469	126	OleD		Equol	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	33626-08-3	6255462	126	OleD		4'-Methoxyresveratrol	20	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	86361-55-9	45382232	126	OleD		Gnetol	4	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	842-01-3	5413034	126	OleD		7,8-Dihydroxy-4-phenylcoumarin	35	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	7758-73-8	5398649	126	OleD		5,7-Dihydroxy-4-phenylcoumarin	10	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	32507-66-7	5318650	126	OleD		Isorhapontigenin	6	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	17817-31-1	5284649	126	OleD		6,7,4'-Trihydroxyisoflavone	4	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	487-52-5	5281222	126	OleD		Butein	2	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	20575-57-9	5280448	126	OleD		Calycosin	3	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	480-11-5	5320315	126	OleD		Oroxylin A	7	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	104594-70-9	5281787	126	OleD		Caffeic Acid Phenethyl Ester	9	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	2957-21-3	73571	126	OleD		Sakuranetin	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	552-58-9	440735	126	OleD		Eriodictyol	3	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	480-20-6	122850	126	OleD		Aromadendrin	9	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	1447-88-7	5281628	126	OleD		Hispidulin	12	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	548-77-6	5281811	126	OleD		Tectorigenin	1	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	37308-75-1	6293081	126	OleD		Flavokawain C	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	500-38-9	4534	126	OleD		Nordihydroguaiaretic acid	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	102036-29-3	13846689	126	OleD		Protosappanin B	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	108853-14-1	176096	126	OleD		Dendrophenol	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	520-11-6	5317284	126	OleD		6-Methoxyluteolin	8	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	41060-15-5	5320053	126	OleD		Neobavaisoflavone	8	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	19879-32-4	5321775	126	OleD		Bavachin	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	67979-25-3	155011	126	OleD		Aurantio-obtusin	6	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	18085-97-7	5379096	126	OleD		Jaceosidin	21	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
Q3HTL6	906-33-2	5280633	126	OleD		Neochlorogenic acid	0	ABA42119.2 oleandomycin glycosyltransferase [Streptomyces antibioticus]
